# Simulation 24 (Up to date)
# 1059 data points written for 54 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s^2),Total velocity (ft/s),Total acceleration (ft/s^2),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (^2),Lateral velocity (ft/s),Lateral acceleration (ft/s^2),Latitude (^2),Longitude (^2),Gravitational acceleration (ft/s^2),Angle of attack (^2),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb^2ft^2),Rotational moment of inertia (lb^2ft^2),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s^2),Reference length (in),Reference area (in^2),Vertical orientation (zenith) (^2),Lateral orientation (azimuth) (^2),Wind velocity (ft/s),Air temperature (^2F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
0.91125,59.827,130.47,139.47,130.47,139.47,-0.040918,-9.4249e-7,0.040918,-180,0.17161,0.061595,28.61,-80.6,32.126,2.413,0,0.0028341,3.32e-7,1519.9,0.49625,646.09,4.7597,86.649,79.535,1.0738,0.11697,8914381,2262,8.484,0.38734,0.39369,0.30289,5.1192e-4,0.083932,0.37268,0.39921,-9.0886e-5,0,0,0,0,0.0010907,0.016705,6.625,34.472,89.811,-0.0041614,NaN,58.787,1011.1,1116.5,0.05,0.0079288
0.96125,66.525,137.44,139.14,137.44,139.14,-0.04949,-1.455e-6,0.04949,-180,0.16957,0.13887,28.61,-80.6,32.126,2.0739,0,0.0032514,3.8416e-7,1519.8,0.49168,646.09,4.7597,86.983,79.535,1.1242,0.1232,9387283,2258.6,9.3746,0.38748,0.39225,0.30285,5.6848e-4,0.084066,0.31477,0.3521,1.1693e-5,0,0,0,0,0.0012941,0.017597,6.625,34.472,89.756,-0.0045395,NaN,58.763,1010.9,1116.5,0.05,0.0080447
1.0113,73.571,144.4,138.81,144.4,138.81,-0.057719,-2.1533e-6,0.057719,-180,0.1581,0.31783,28.61,-80.6,32.126,1.9105,0,0.0036709,5.4588e-7,1519.8,0.48711,646.09,4.7597,87.151,79.535,1.1497,0.12943,9.86e6,2255.1,10.33,0.38763,0.39171,0.3028,6.2813e-4,0.084207,0.28753,0.32916,2.5631e-4,0,0,0,0,0.0014947,0.018488,6.625,34.472,89.694,-0.0050046,NaN,58.738,1010.6,1116.5,0.05,0.0081625
1.0613,80.965,151.34,138.47,151.34,138.47,-0.065155,-3.0962e-6,0.065155,-180,0.13777,0.50534,28.61,-80.6,32.126,1.8044,0,0.0041098,5.3752e-7,1519.8,0.48254,646.09,4.7597,87.265,79.535,1.1667,0.13565,10331807,2251.7,11.336,0.38779,0.39145,0.30275,6.9076e-4,0.084354,0.27009,0.31362,9.033e-5,0,0,0,0,0.0017057,0.019376,6.625,34.472,89.624,-0.0054072,NaN,58.711,1010.4,1116.4,0.05,0.0082801
1.1113,88.704,158.26,138.12,158.26,138.13,-0.071308,-4.3558e-6,0.071308,-180,0.10625,0.75693,28.61,-80.6,32.126,1.6036,0,0.0045533,4.3733e-7,1519.8,0.47797,646.09,4.7597,87.477,79.535,1.1989,0.14185,10801551,2248.3,12.373,0.38796,0.39087,0.3027,7.5625e-4,0.084508,0.23753,0.28247,1.2679e-4,0,0,0,0,0.0019149,0.020262,6.625,34.472,89.546,-0.0052617,NaN,58.684,1010.1,1116.4,0.05,0.008401
1.1613,96.79,165.16,137.76,165.16,137.77,-0.075563,-5.9717e-6,0.075563,-180,0.061716,1.0203,28.61,-80.6,32.126,1.4524,0,0.0049911,3.6131e-7,1519.8,0.4734,646.08,4.7597,87.642,79.535,1.2238,0.14803,1.127e7,2244.6,13.461,0.38814,0.39054,0.30264,8.2472e-4,0.084669,0.21342,0.25945,3.3628e-4,0,0,0,0,0.0021126,0.021146,6.625,34.472,89.46,-0.0049857,NaN,58.655,1009.8,1116.4,0.05,0.008514
1.2113,105.22,172.05,137.38,172.05,137.38,-0.077268,-7.9806e-6,0.077268,-179.99,0.0041851,1.2904,28.61,-80.6,32.126,1.3531,0,0.0054371,6.5047e-7,1519.8,0.46888,646.08,4.7597,87.755,79.535,1.2407,0.15421,11737792,2240.7,14.598,0.38832,0.39041,0.30259,8.9618e-4,0.084836,0.19781,0.24272,2.9497e-5,0,0,0,0,0.0023104,0.022028,6.625,34.472,89.366,-0.0048036,NaN,58.625,1009.5,1116.3,0.05,0.0086328
1.2613,113.99,178.91,136.98,178.91,136.99,-0.075724,-1.0428e-5,0.075724,-179.99,0.068757,1.6244,28.61,-80.6,32.126,1.1766,0,0.0058731,7.3169e-7,1519.8,0.46443,646.08,4.7596,87.952,79.535,1.2706,0.16036,12203245,2236.7,15.769,0.38851,0.3901,0.30253,9.7048e-4,0.08501,0.17039,0.21447,9.1784e-6,0,0,0,0,0.0024931,0.022907,6.625,34.472,89.264,-0.0048057,NaN,58.593,1009.2,1116.3,0.05,0.0087514
1.3113,123.11,185.76,136.59,185.76,136.6,-0.070114,-1.3368e-5,0.070114,-179.99,0.15841,1.9549,28.61,-80.6,32.126,1.069,0,0.0062937,8.2172e-7,1519.8,0.45998,646.08,4.7596,88.078,79.535,1.2895,0.1665,12667600,2232.8,16.991,0.3887,0.39003,0.30247,0.0010478,0.08519,0.15393,0.19586,-4.7946e-4,0,0,0,0,0.0026558,0.023784,6.625,34.472,89.155,-0.0047578,NaN,58.561,1008.8,1116.3,0.05,0.0088744
1.3613,132.57,192.59,136.19,192.59,136.21,-0.059618,-1.6864e-5,0.059618,-179.98,0.26414,2.273,28.61,-80.6,32.126,1.0339,0,0.0067216,1.3049e-6,1519.8,0.45554,646.08,4.7596,88.124,79.535,1.2965,0.17264,13130925,2228.9,18.266,0.38891,0.39015,0.3024,0.0011281,0.085376,0.14862,0.19021,-1.2106e-4,0,0,0,0,0.002818,0.024658,6.625,34.472,89.038,-0.0050581,NaN,58.527,1008.5,1116.2,0.05,0.0089854
1.4113,142.37,199.39,135.78,199.39,135.81,-0.043429,-2.1015e-5,0.043429,-179.97,0.38654,2.6422,28.61,-80.6,32.126,0.94978,0,0.0071648,2.1116e-6,1519.8,0.45109,646.08,4.7596,88.225,79.535,1.3118,0.17875,13592290,2224.9,19.576,0.38912,0.39017,0.30234,0.0012113,0.085568,0.13593,0.17542,-9.6156e-5,0,0,0,0,0.0029869,0.025529,6.625,34.472,88.913,-0.0056952,NaN,58.492,1008.2,1116.2,0.05,0.009108
1.4613,152.51,206.18,135.37,206.18,135.41,-0.02059,-2.6004e-5,0.02059,-179.93,0.53105,3.1238,28.61,-80.6,32.126,0.72221,0,0.0075554,2.8679e-6,1519.8,0.44664,646.08,4.7596,88.492,79.534,1.352,0.18483,14050808,2221,20.911,0.38933,0.38995,0.30227,0.0012972,0.085766,0.10208,0.13468,-4.6219e-4,0,0,0,0,0.0031067,0.026398,6.625,34.472,88.78,-0.0063918,NaN,58.456,1007.8,1116.2,0.05,0.0092786
1.5113,162.99,212.95,134.96,212.95,135.01,0.010051,-3.2074e-5,0.010051,-0.18283,0.69843,3.5771,28.61,-80.6,32.126,0.58872,0,0.0078933,4.1505e-6,1519.8,0.4422,646.08,4.7596,88.655,79.534,1.3767,0.1909,14508421,2217.1,22.301,0.38956,0.38997,0.3022,0.0013861,0.085971,0.082609,0.11051,2.7959e-4,0,0,0,0,0.0031787,0.027265,6.625,34.472,88.641,-0.0073923,NaN,58.419,1007.4,1116.1,0.05,0.0093932
1.5613,173.8,219.69,134.54,219.69,134.6,0.049662,-3.9512e-5,0.049662,-0.045585,0.89031,4.0857,28.61,-80.6,32.126,0.40583,0,0.0081604,4.9799e-6,1519.8,0.43775,646.07,4.7596,88.879,79.534,1.4105,0.19695,14963889,2213.1,23.728,0.38979,0.38999,0.30213,0.0014779,0.086181,0.056372,0.075827,3.1007e-4,0,0,0,0,0.0031922,0.028128,6.625,34.472,88.496,-0.007983,NaN,58.38,1007,1116.1,0.05,0.0095126
1.6113,184.96,226.42,134.11,226.42,134.19,0.099489,-4.8587e-5,0.099489,-0.027981,1.107,4.5911,28.61,-80.6,32.126,0.25935,0,0.0083575,6.8416e-6,1519.8,0.4333,646.07,4.7596,89.064,79.534,1.4385,0.20299,15417913,2209.2,25.203,0.39003,0.39011,0.30206,0.0015727,0.086397,0.035733,0.048587,4.4017e-4,0,0,0,0,0.0031523,0.02899,6.625,34.472,88.348,-0.0079899,NaN,58.34,1006.6,1116,0.05,0.0096451
1.6613,196.44,233.12,133.68,233.12,133.78,0.16083,-5.9431e-5,0.16083,-0.021173,1.3514,5.1657,28.61,-80.6,32.126,0.037199,0,0.0084388,4.42e-5,1519.8,0.42886,646.07,4.7596,89.347,79.534,1.4811,0.209,15869455,2205.3,26.718,0.39027,0.39027,0.30198,0.0016702,0.086619,0.0050609,0.0049558,2.5929e-4,0,0,0,0,0.0030321,0.029848,6.625,34.472,88.196,-0.0078608,NaN,58.299,1006.2,1116,0.05,0.0097675
1.7113,208.27,239.8,133.25,239.8,133.37,0.23508,-7.2177e-5,0.23508,-0.017592,1.6232,5.6944,28.61,-80.6,32.126,0.10404,0,-0.0084025,1.479e-5,1519.8,0.42441,646.07,4.7596,89.273,79.534,1.47,0.215,1.632e7,2201.3,28.281,0.39052,0.39054,0.3019,0.0017708,0.086847,0.014215,0.024201,1.1394e-4,0,0,0,0,-0.0028408,0.030703,6.625,34.472,88.044,-0.0079379,NaN,58.257,1005.8,1115.9,0.05,0.0098829
1.7613,220.42,246.46,132.81,246.46,132.95,0.32357,-8.6988e-5,0.32357,-0.015403,1.9209,6.2147,28.61,-80.6,32.126,0.2264,0,-0.0082765,6.999e-6,1519.8,0.41996,646.07,4.7596,89.132,79.534,1.4487,0.22098,16768587,2197.4,29.887,0.39078,0.39084,0.30183,0.0018744,0.087081,0.031164,0.04761,-2.0623e-4,0,0,0,0,-0.0026092,0.031556,6.625,34.472,87.894,-0.008233,NaN,58.214,1005.4,1115.9,0.05,0.010003
1.8113,232.91,253.09,132.36,253.1,132.53,0.42763,-1.0408e-4,0.42763,-0.013945,2.2465,6.801,28.61,-80.6,32.126,0.42418,0,-0.008019,2.8449e-6,1519.8,0.41552,646.07,4.7596,88.903,79.534,1.4142,0.22693,17214647,2193.4,31.539,0.39105,0.39126,0.30174,0.0019807,0.08732,0.059074,0.086028,5.6525e-5,0,0,0,0,-0.0023228,0.032407,6.625,34.472,87.747,-0.0083227,NaN,58.169,1004.9,1115.8,0.05,0.010116
1.8613,245.73,259.71,131.9,259.72,132.11,0.54872,-1.2366e-4,0.54872,-0.012912,2.6019,7.377,28.61,-80.6,32.126,0.60875,0,-0.0075872,1.9036e-6,1519.8,0.41107,646.07,4.7595,88.695,79.534,1.3828,0.23287,17658828,2189.5,33.237,0.39132,0.39176,0.30166,0.0020899,0.087564,0.085702,0.1205,3.6837e-4,0,0,0,0,-0.0019749,0.033254,6.625,34.472,87.607,-0.0085389,NaN,58.124,1004.5,1115.8,0.05,0.010227
1.9113,258.88,266.3,131.45,266.32,131.69,0.68822,-1.4594e-4,0.68822,-0.01215,2.9822,7.829,28.61,-80.6,32.126,0.67516,0,-0.0070495,1.3458e-6,1519.8,0.40663,646.07,4.7595,88.628,79.534,1.3727,0.2388,18102135,2185.6,34.969,0.39159,0.39214,0.30158,0.0022022,0.087815,0.095441,0.13287,4.8978e-4,0,0,0,0,-0.0016214,0.034098,6.625,34.472,87.475,-0.0088426,NaN,58.077,1004,1115.7,0.05,0.010346
1.9613,272.36,272.87,130.99,272.89,131.26,0.84733,-1.7117e-4,0.84733,-0.011574,3.386,8.3102,28.61,-80.6,32.126,0.79269,0,-0.0064057,7.3447e-7,1519.8,0.40218,646.06,4.7595,88.503,79.534,1.3538,0.2447,18542876,2181.6,36.747,0.39188,0.39262,0.30149,0.0023174,0.088071,0.11284,0.1536,-2.1434e-4,0,0,0,0,-0.0012751,0.03494,6.625,34.472,87.353,-0.0091464,NaN,58.029,1003.5,1115.7,0.05,0.010469
2.0113,286.17,279.41,130.53,279.44,130.83,1.0272,-1.9958e-4,1.0272,-0.011132,3.8136,8.7543,28.61,-80.6,32.126,0.89859,0,-0.0056275,1.7452e-6,1519.8,0.39773,646.06,4.7595,88.393,79.534,1.3372,0.25058,18981615,2177.7,38.565,0.39217,0.39312,0.3014,0.0024355,0.088332,0.12871,0.17292,3.8849e-4,0,0,0,0,-9.3855e-4,0.035779,6.625,34.472,87.245,-0.0091291,NaN,57.979,1003,1115.6,0.05,0.010582
2.0613,300.3,285.94,130.07,285.97,130.39,1.229,-2.313e-4,1.229,-0.010783,4.2598,9.083,28.61,-80.6,32.126,0.93276,0,-0.0047614,1.227e-6,1519.8,0.39329,646.06,4.7595,88.365,79.534,1.333,0.25646,19418997,2173.8,40.411,0.39247,0.39349,0.30131,0.0025567,0.088598,0.13391,0.17938,-4.065e-4,0,0,0,0,-6.4152e-4,0.036615,6.625,34.472,87.151,-0.0090508,NaN,57.929,1002.5,1115.6,0.05,0.0107
2.1113,314.76,292.44,129.62,292.47,129.95,1.4535,-2.6632e-4,1.4535,-0.010498,4.7226,9.3581,28.61,-80.6,32.126,0.95858,0,-0.0038057,2.1459e-6,1519.7,0.38884,646.06,4.7595,88.347,79.534,1.3303,0.26231,19854327,2169.8,42.293,0.39277,0.39385,0.30122,0.0026808,0.08887,0.13786,0.18412,1.147e-4,0,0,0,0,-3.9181e-4,0.037448,6.625,34.472,87.074,-0.0086968,NaN,57.878,1002,1115.5,0.05,0.01081
2.1613,329.55,298.91,129.18,298.96,129.51,1.7013,-3.0451e-4,1.7013,-0.010255,5.1908,9.3601,28.61,-80.6,32.126,0.80678,0,-0.0028913,2.1619e-6,1519.7,0.38439,646.06,4.7595,88.53,79.534,1.358,0.26817,2.029e7,2165.9,44.18,0.39308,0.39385,0.30113,0.0028085,0.089149,0.1151,0.15618,8.0754e-5,0,0,0,0,-2.164e-4,0.038279,6.625,34.472,87.014,-0.0081172,NaN,57.825,1001.5,1115.5,0.05,0.010929
2.2113,344.65,305.37,128.74,305.42,129.08,1.9726,-3.456e-4,1.9726,-0.010038,5.6601,9.4185,28.61,-80.6,32.126,0.74168,0,-0.0020546,5.1837e-7,1519.7,0.38002,646.06,4.7595,88.616,79.534,1.3709,0.27399,20722197,2162.2,46.119,0.3934,0.39405,0.30103,0.0029389,0.089432,0.10547,0.14458,-1.0041e-4,0,0,0,0,-1.0469e-4,0.039107,6.625,34.472,86.97,-0.0077859,NaN,57.771,1000.9,1115.4,0.05,0.011037
2.2613,360.08,311.8,128.3,311.86,128.65,2.2674,-3.8941e-4,2.2674,-0.0098399,6.1354,9.5339,28.61,-80.6,32.125,0.75444,0,-0.0011821,-4.1204e-7,1519.7,0.37573,646.06,4.7595,88.613,79.534,1.3705,0.27978,21151351,2158.5,48.104,0.39372,0.3944,0.30093,0.0030719,0.089719,0.1074,0.1475,3.7056e-4,0,0,0,0,-3.3237e-5,0.039932,6.625,34.472,86.94,-0.0078191,NaN,57.716,1000.4,1115.3,0.05,0.011147
2.3113,375.83,318.21,127.86,318.28,128.21,2.5861,-4.3593e-4,2.5861,-0.0096583,6.6102,9.4719,28.61,-80.6,32.125,0.67217,0,-3.4175e-4,1.3919e-6,1519.7,0.37147,646.06,4.7595,88.72,79.534,1.3866,0.28557,2.158e7,2154.7,50.112,0.39405,0.39459,0.30083,0.0032083,0.090012,0.095289,0.13199,-3.2681e-4,0,0,0,0,-2.6668e-6,0.040754,6.625,34.472,86.927,-0.0078226,NaN,57.66,999.81,1115.3,0.05,0.011257
2.3612,391.9,324.6,127.42,324.68,127.77,2.9285,-4.8504e-4,2.9285,-0.0094898,7.086,9.4907,28.61,-80.6,32.125,0.67924,0,5.2409e-4,8.9417e-7,1519.7,0.36721,646.05,4.7595,88.724,79.534,1.3872,0.29132,22004647,2151,52.165,0.39439,0.39494,0.30073,0.0033473,0.090309,0.096369,0.13358,1.1132e-4,0,0,0,0,6.0274e-6,0.041573,6.625,34.472,86.928,-0.0074103,NaN,57.602,999.24,1115.2,0.05,0.011379
2.4112,408.29,330.97,126.99,331.05,127.32,3.2945,-5.3647e-4,3.2945,-0.0093298,7.5548,9.2603,28.61,-80.6,32.125,0.54977,0,0.0013189,6.2084e-7,1519.7,0.36295,646.05,4.7595,88.888,79.534,1.4119,0.29708,2.243e7,2147.2,54.236,0.39473,0.3951,0.30063,0.00349,0.090613,0.077465,0.10915,-2.584e-4,0,0,0,0,3.671e-5,0.04239,6.625,34.472,86.945,-0.0070578,NaN,57.544,998.65,1115.2,0.05,0.011499
2.4612,425,337.31,126.55,337.41,126.88,3.6838,-5.8991e-4,3.6838,-0.0091751,8.0144,9.0867,28.61,-80.6,32.125,0.4883,0,0.0020369,-5.5502e-7,1519.7,0.35869,646.05,4.7594,88.973,79.534,1.4248,0.3028,22851192,2143.5,56.351,0.39508,0.39537,0.30053,0.0036353,0.09092,0.068595,0.097202,2.6525e-4,0,0,0,0,8.4297e-5,0.043204,6.625,34.472,86.975,-0.0067707,NaN,57.484,998.06,1115.1,0.05,0.01161
2.5112,442.02,343.64,126.12,343.74,126.42,4.0958,-6.4515e-4,4.0958,-0.009025,8.4619,8.7943,28.61,-80.6,32.125,0.3774,0,0.0026547,-3.6103e-7,1519.7,0.35443,646.05,4.7594,89.118,79.534,1.4467,0.30851,23271552,2139.7,58.496,0.39544,0.39561,0.30042,0.0037839,0.091233,0.052705,0.076251,-1.8806e-4,0,0,0,0,1.3794e-4,0.044015,6.625,34.472,87.018,-0.0066873,NaN,57.424,997.45,1115,0.05,0.011727
2.5612,459.36,349.94,125.68,350.05,125.97,4.5297,-7.0191e-4,4.5297,-0.0088784,8.8945,8.5097,28.61,-80.6,32.125,0.29403,0,0.0031474,1.0807e-6,1519.7,0.35017,646.05,4.7594,89.232,79.533,1.4639,0.31419,23689280,2136,60.679,0.3958,0.3959,0.30031,0.0039355,0.09155,0.040886,0.059577,4.9471e-4,0,0,0,0,1.8697e-4,0.044823,6.625,34.472,87.07,-0.006272,NaN,57.362,996.83,1115,0.05,0.011839
2.6112,477.02,356.22,125.24,356.34,125.51,4.985,-7.599e-4,4.985,-0.008734,9.3149,8.2705,28.61,-80.6,32.125,0.25535,0,0.0035818,-1.9424e-7,1519.7,0.34591,646.05,4.7594,89.292,79.533,1.4729,0.31985,24103990,2132.3,62.896,0.39617,0.39624,0.3002,0.0040898,0.091872,0.035445,0.051516,-1.3508e-4,0,0,0,0,2.3369e-4,0.045629,6.625,34.472,87.131,-0.0059119,NaN,57.299,996.2,1114.9,0.05,0.011951
2.6612,494.98,362.48,124.8,362.61,125.05,5.461,-8.1871e-4,5.461,-0.0085898,9.7204,7.9482,28.61,-80.6,32.125,0.18215,0,0.0039257,-6.855e-8,1519.7,0.34165,646.05,4.7594,89.395,79.533,1.4885,0.32549,24517196,2128.5,65.147,0.39654,0.39658,0.30009,0.0042474,0.092198,0.02519,0.037229,-3.5396e-4,0,0,0,0,2.7111e-4,0.046432,6.625,34.472,87.198,-0.0054666,NaN,57.235,995.56,1114.8,0.05,0.012068
2.7112,513.26,368.71,124.35,368.85,124.59,5.9568,-8.7802e-4,5.9568,-0.0084453,10.112,7.67,28.61,-80.6,32.125,0.14569,0,0.0042119,2.4342e-6,1519.7,0.33739,646.05,4.7594,89.453,79.533,1.4973,0.3311,24927524,2124.8,67.43,0.39692,0.39694,0.29998,0.0044078,0.092528,0.020115,0.029824,3.7514e-4,0,0,0,0,3.0163e-4,0.047231,6.625,34.472,87.272,-0.0046374,NaN,57.17,994.9,1114.7,0.05,0.012188
2.7612,531.85,374.93,123.91,375.07,124.12,6.4718,-9.3726e-4,6.4718,-0.0082976,10.486,7.2679,28.61,-80.6,32.125,0.050179,0,0.0043867,7.0336e-6,1519.7,0.33313,646.04,4.7594,89.586,79.533,1.5174,0.33671,25336872,2121,69.75,0.3973,0.39731,0.29987,0.0045719,0.092863,0.0068931,0.0097069,-1.6879e-4,0,0,0,0,3.1641e-4,0.048028,6.625,34.472,87.349,-0.0032682,NaN,57.103,994.24,1114.7,0.05,0.012309
2.8112,550.76,381.12,123.47,381.27,123.66,7.005,-9.9555e-4,7.005,-0.0081429,10.838,6.7955,28.61,-80.6,32.125,0.075622,0,-0.0043567,9.2554e-7,1519.7,0.32887,646.04,4.7594,89.568,79.533,1.5147,0.3423,25744773,2117.3,72.111,0.3977,0.3977,0.29975,0.0047393,0.093204,0.010409,0.015781,3.7892e-4,0,0,0,0,-3.0203e-4,0.048822,6.625,34.472,87.428,-0.0014074,NaN,57.036,993.56,1114.6,0.05,0.01242
2.8612,569.97,387.29,123.02,387.45,123.18,7.5552,-0.0010518,7.5552,-0.0079763,11.167,6.3486,28.61,-80.6,32.125,0.1832,0,-0.0041145,-1.1785e-6,1519.7,0.32461,646.04,4.7594,89.449,79.533,1.4967,0.34788,2.615e7,2113.5,74.507,0.39809,0.39814,0.29964,0.0049099,0.093548,0.025386,0.037851,-3.93e-4,0,0,0,0,-2.6085e-4,0.049613,6.625,34.472,87.505,8.7939e-4,NaN,56.967,992.87,1114.5,0.05,0.012528
2.9112,589.48,393.44,122.57,393.6,122.71,8.1213,-0.0011049,8.1213,-0.0077951,11.473,5.9174,28.61,-80.6,32.125,0.28419,0,-0.0036441,-9.6484e-9,1519.7,0.32035,646.04,4.7594,89.34,79.533,1.4803,0.35343,26553776,2109.8,76.941,0.3985,0.3986,0.29952,0.0050837,0.093897,0.039628,0.059215,-1.1008e-4,0,0,0,0,-1.9826e-4,0.050401,6.625,34.472,87.575,0.0026768,NaN,56.898,992.18,1114.4,0.05,0.012656
2.9612,609.31,399.56,122.11,399.73,122.24,8.7022,-0.0011539,8.7022,-0.0075974,11.763,5.6869,28.61,-80.6,32.125,0.2976,0,-0.0030727,1.4347e-6,1519.7,0.31609,646.04,4.7594,89.338,79.533,1.48,0.35894,26953410,2106.1,79.386,0.39891,0.39902,0.2994,0.00526,0.094249,0.041551,0.061244,-2.4808e-4,0,0,0,0,-1.3669e-4,0.051186,6.625,34.472,87.636,0.0037267,NaN,56.827,991.47,1114.4,0.05,0.012767
3.0112,629.44,405.66,121.64,405.84,121.76,9.2974,-0.0011984,9.2974,-0.0073849,12.041,5.4308,28.61,-80.6,32.125,0.33531,0,-0.0024079,1.1751e-6,1519.7,0.31183,646.04,4.7594,89.307,79.533,1.4754,0.36445,27351655,2102.3,81.87,0.39932,0.39946,0.29928,0.00544,0.094606,0.046941,0.069771,1.623e-4,0,0,0,0,-8.1435e-5,0.051968,6.625,34.472,87.685,0.0041508,NaN,56.755,990.75,1114.3,0.05,0.012884
3.0612,649.87,411.74,121.17,411.92,121.29,9.9062,-0.001238,9.9062,-0.0071604,12.311,5.345,28.61,-80.6,32.125,0.31095,0,-0.0017337,1.3419e-6,1519.7,0.30757,646.04,4.7593,89.352,79.533,1.4821,0.36991,27746611,2098.6,84.368,0.39974,0.39986,0.29916,0.0056226,0.094966,0.043492,0.064587,1.4071e-4,0,0,0,0,-4.0982e-5,0.052747,6.625,34.472,87.722,0.004541,NaN,56.682,990.02,1114.2,0.05,0.012994
3.1112,670.61,417.79,120.7,417.98,120.81,10.528,-0.0012727,10.528,-0.0069262,12.574,5.1448,28.61,-80.6,32.125,0.35051,0,-0.0010208,-1.7738e-7,1519.7,0.30331,646.04,4.7593,89.319,79.533,1.4771,0.37538,28141041,2094.8,86.917,0.40017,0.40032,0.29903,0.0058093,0.095331,0.049162,0.072614,3.0162e-4,0,0,0,0,-1.3799e-5,0.053523,6.625,34.472,87.747,0.0049731,NaN,56.608,989.28,1114.1,0.05,0.013117
3.1612,691.65,423.82,120.22,424.02,120.32,11.163,-0.0013022,11.163,-0.0066837,12.824,4.909,28.61,-80.6,32.124,0.41761,0,-1.4535e-4,1.5093e-6,1519.7,0.29905,646.03,4.7593,89.254,79.533,1.4673,0.38085,28534238,2091.1,89.508,0.40061,0.40082,0.29891,0.0059998,0.095701,0.058827,0.085894,2.1658e-4,0,0,0,0,-2.7182e-7,0.054296,6.625,34.472,87.758,0.0051865,NaN,56.533,988.52,1114,0.05,0.013229
3.2112,712.99,429.83,119.74,430.03,119.84,11.811,-0.0013265,11.811,-0.0064352,13.07,4.9168,28.61,-80.6,32.124,0.40164,0,8.0096e-4,2.6278e-6,1519.7,0.29479,646.03,4.7593,89.288,79.533,1.4725,0.38627,28923696,2087.3,92.101,0.40105,0.40125,0.29878,0.006193,0.096074,0.056557,0.083487,-2.766e-4,0,0,0,0,8.0255e-6,0.055066,6.625,34.472,87.752,0.0043298,NaN,56.457,987.76,1114,0.05,0.01334
3.2612,734.64,435.81,119.25,436.01,119.36,12.47,-0.0013461,12.47,-0.0061845,13.318,5.0317,28.61,-80.6,32.124,0.36209,0,0.0017156,1.8534e-6,1519.6,0.29053,646.03,4.7593,89.352,79.533,1.4821,0.39167,29310729,2083.6,94.717,0.40149,0.40166,0.29865,0.0063894,0.096451,0.050901,0.075452,-4.3895e-4,0,0,0,0,3.5818e-5,0.055833,6.625,34.472,87.729,0.002959,NaN,56.38,986.99,1113.9,0.05,0.013457
3.3112,756.58,441.77,118.76,441.98,118.88,13.143,-0.0013615,13.143,-0.0059356,13.576,5.2626,28.61,-80.6,32.124,0.29567,0,0.0025183,4.991e-6,1519.6,0.28627,646.03,4.7593,89.448,79.533,1.4966,0.39705,29695200,2079.9,97.353,0.40194,0.40205,0.29853,0.006589,0.09683,0.041431,0.06158,-4.0783e-5,0,0,0,0,7.511e-5,0.056596,6.625,34.472,87.691,9.0309e-4,NaN,56.302,986.2,1113.8,0.05,0.013628
3.3612,778.81,447.7,118.26,447.91,118.39,13.828,-0.001374,13.828,-0.0056929,13.845,5.5156,28.61,-80.6,32.124,0.23663,0,0.003189,7.6122e-6,1519.6,0.28201,646.03,4.7593,89.536,79.533,1.5099,0.40241,30077840,2076.1,100.02,0.4024,0.40247,0.2984,0.0067922,0.097214,0.033066,0.049695,6.1434e-5,0,0,0,0,1.1728e-4,0.057357,6.625,34.472,87.64,-0.0019804,NaN,56.223,985.41,1113.7,0.05,0.013743
3.4112,801.34,453.61,117.76,453.83,117.9,14.527,-0.0013849,14.527,-0.0054619,14.128,5.7919,28.61,-80.6,32.124,0.18178,0,0.0037375,7.5189e-6,1519.6,0.27775,646.03,4.7593,89.62,79.533,1.5226,0.40775,30458516,2072.4,102.72,0.40287,0.40291,0.29826,0.006999,0.097602,0.025336,0.038571,3.1062e-4,0,0,0,0,1.5692e-4,0.058114,6.625,34.472,87.577,-0.0041429,NaN,56.142,984.6,1113.6,0.05,0.013884
3.4612,824.17,459.49,117.25,459.72,117.41,15.241,-0.0013954,15.241,-0.0052458,14.426,6.0972,28.61,-80.6,32.124,0.12658,0,0.004138,6.462e-6,1519.6,0.27349,646.03,4.7593,89.705,79.533,1.5354,0.41308,30837051,2068.6,105.46,0.40333,0.40335,0.29813,0.0072094,0.097994,0.017597,0.026935,1.7606e-4,0,0,0,0,1.8745e-4,0.058868,6.625,34.472,87.506,-0.0049963,NaN,56.061,983.79,1113.5,0.05,0.014005
